skin_r,skin_g,skin_b,hair_r,hair_g,hair_b,eye_r,eye_g,eye_b,skin_hex,hair_hex,eye_hex,fitzpatrick,undertone,depth,season
229,194,168,0,0,0,105,78,69,#e5c2a8,,#694e45,I,warm,very_light,Warm Spring
195,137,91,0,0,0,94,64,41,#c3895b,,#5e4029,IV,warm,light_medium,Warm Autumn
187,141,126,0,0,0,94,74,75,#bb8d7e,,#5e4a4b,III,neutral,light_medium,Light Summer
185,128,96,0,0,0,73,52,46,#b98060,,#49342e,IV,warm,light_medium,Warm Autumn
196,145,121,0,0,0,63,41,30,#c49179,,#3f291e,III,warm,light_medium,Clear Spring
238,176,110,0,0,0,122,91,56,#eeb06e,,#7a5b38,III,warm,very_light,Warm Autumn
220,182,156,0,0,0,78,60,54,#dcb69c,,#4e3c36,I,warm,very_light,Warm Spring
240,219,124,0,0,0,107,81,49,#f0db7c,,#6b5131,III,warm,very_light,Clear Spring
212,126,82,0,0,0,96,34,19,#d47e52,,#602213,IV,warm,light_medium,Warm Autumn
184,148,120,0,0,0,74,50,32,#b89478,,#4a3220,III,warm,light_medium,Warm Autumn
219,174,162,0,0,0,109,102,101,#dbaea2,,#6d6665,I,neutral,light,Light Summer
196,139,117,0,0,0,91,52,46,#c48b75,,#5b342e,III,warm,light_medium,Warm Autumn
155,91,54,0,0,0,72,43,25,#9b5b36,,#482b19,V,warm,medium,Deep Autumn
188,121,80,0,0,0,104,77,59,#bc7950,,#684d3b,IV,warm,light_medium,Deep Autumn
224,154,109,0,0,0,113,81,67,#e09a6d,,#715143,III,warm,light,Warm Autumn
220,146,112,0,0,0,73,43,34,#dc9270,,#492b22,III,warm,light,Warm Autumn
175,122,96,0,0,0,77,62,54,#af7a60,,#4d3e36,IV,warm,light_medium,Deep Autumn
178,116,88,0,0,0,65,52,42,#b27458,,#41342a,IV,warm,medium,Deep Autumn
213,179,152,0,0,0,118,101,101,#d5b398,,#766565,II,warm,very_light,Warm Spring
237,191,154,0,0,0,167,128,116,#edbf9a,,#a78074,II,warm,very_light,Clear Spring
220,182,152,0,0,0,78,63,47,#dcb698,,#4e3f2f,II,warm,very_light,Clear Spring
227,144,93,0,0,0,98,71,62,#e3905d,,#62473e,IV,warm,light,Warm Autumn
201,141,103,0,0,0,77,59,47,#c98d67,,#4d3b2f,IV,warm,light_medium,Warm Autumn
181,139,102,0,0,0,82,67,59,#b58b66,,#52433b,IV,warm,light_medium,Warm Autumn
245,198,180,0,0,0,147,103,96,#f5c6b4,,#936760,I,warm,very_light,Warm Spring
171,118,93,0,0,0,117,73,55,#ab765d,,#754937,IV,warm,medium,Deep Autumn
157,105,86,0,0,0,79,46,39,#9d6956,,#4f2e27,V,warm,medium,Deep Autumn
172,118,89,0,0,0,55,39,31,#ac7659,,#37271f,IV,warm,medium,Deep Autumn
196,140,126,0,0,0,76,54,53,#c48c7e,,#4c3635,III,neutral,light_medium,Light Summer
158,110,85,0,0,0,82,58,51,#9e6e55,,#523a33,V,warm,medium,Deep Autumn
214,153,117,0,0,0,85,60,49,#d69975,,#553c31,III,warm,light,Warm Autumn
216,158,116,0,0,0,94,58,38,#d89e74,,#5e3a26,III,warm,light,Warm Autumn
191,135,107,0,0,0,95,72,67,#bf876b,,#5f4843,IV,warm,light_medium,Warm Autumn
181,128,90,0,0,0,91,69,51,#b5805a,,#5b4533,IV,warm,light_medium,Warm Autumn
201,133,111,0,0,0,106,75,60,#c9856f,,#6a4b3c,IV,warm,light_medium,Warm Autumn
234,169,131,0,0,0,126,81,62,#eaa983,,#7e513e,III,warm,light,Clear Spring
193,176,149,0,0,0,120,109,94,#c1b095,,#786d5e,II,warm,light,Warm Spring
232,158,95,0,0,0,99,32,12,#e89e5f,,#63200c,IV,warm,light,Warm Autumn
199,132,108,0,0,0,83,62,49,#c7846c,,#533e31,IV,warm,light_medium,Warm Autumn
201,156,132,0,0,0,142,114,102,#c99c84,,#8e7266,II,warm,light,Clear Spring
251,221,172,0,0,0,140,117,92,#fbddac,,#8c755c,II,warm,very_light,Clear Spring
224,171,141,0,0,0,117,86,68,#e0ab8d,,#755644,II,warm,light,Clear Spring
227,185,178,0,0,0,150,112,108,#e3b9b2,,#96706c,I,neutral,very_light,Light Summer
183,127,116,0,0,0,100,65,66,#b77f74,,#644142,III,neutral,light_medium,Soft Summer
193,163,130,0,0,0,60,48,20,#c1a382,,#3c3014,II,warm,light,Clear Spring
239,183,151,0,0,0,146,79,57,#efb797,,#924f39,II,warm,very_light,Clear Spring
239,190,161,0,0,0,103,86,73,#efbea1,,#675649,I,warm,very_light,Clear Spring
190,154,131,0,0,0,108,95,86,#be9a83,,#6c5f56,II,warm,light,Warm Spring
175,137,119,0,0,0,77,62,54,#af8977,,#4d3e36,III,warm,light_medium,Warm Autumn
148,110,84,0,0,0,103,73,59,#946e54,,#67493b,V,warm,medium,Deep Autumn
183,135,125,0,0,0,94,74,81,#b7877d,,#5e4a51,III,neutral,light_medium,Light Summer
199,139,84,0,0,0,97,54,23,#c78b54,,#613617,IV,warm,light_medium,Warm Autumn
168,113,90,0,0,0,68,30,12,#a8715a,,#441e0c,V,warm,medium,Deep Autumn
198,162,137,0,0,0,108,94,80,#c6a289,,#6c5e50,II,warm,light,Warm Spring
182,124,98,0,0,0,94,66,57,#b67c62,,#5e4239,IV,warm,light_medium,Warm Autumn
194,149,127,0,0,0,90,70,74,#c2957f,,#5a464a,III,warm,light,Clear Spring
192,142,112,0,0,0,66,43,29,#c08e70,,#422b1d,III,warm,light_medium,Warm Autumn
157,112,89,0,0,0,88,65,44,#9d7059,,#58412c,V,warm,medium,Deep Autumn
187,117,95,0,0,0,87,77,67,#bb755f,,#574d43,IV,warm,light_medium,Deep Autumn
244,228,226,0,0,0,98,92,102,#f4e4e2,,#625c66,I,neutral,very_light,Light Summer
142,100,94,0,0,0,60,40,36,#8e645e,,#3c2824,V,neutral,medium,Deep Winter
211,154,119,0,0,0,90,59,47,#d39a77,,#5a3b2f,III,warm,light,Warm Autumn
217,174,162,0,0,0,112,98,96,#d9aea2,,#706260,I,neutral,light,Light Summer
183,141,95,0,0,0,99,85,58,#b78d5f,,#63553a,IV,warm,light_medium,Warm Autumn
219,175,158,0,0,0,92,74,73,#dbaf9e,,#5c4a49,I,warm,light,Warm Spring
192,148,119,0,0,0,105,89,77,#c09477,,#69594d,III,warm,light_medium,Warm Autumn
226,155,124,0,0,0,101,63,53,#e29b7c,,#653f35,III,warm,light,Clear Spring
193,139,113,0,0,0,79,66,60,#c18b71,,#4f423c,III,warm,light_medium,Warm Autumn
207,180,170,0,0,0,82,92,95,#cfb4aa,,#525c5f,I,neutral,very_light,Light Spring
233,175,150,0,0,0,146,99,80,#e9af96,,#926350,II,warm,very_light,Clear Spring
232,182,151,0,0,0,116,93,83,#e8b697,,#745d53,II,warm,very_light,Clear Spring
170,109,84,0,0,0,110,64,49,#aa6d54,,#6e4031,V,warm,medium,Deep Autumn
179,118,101,0,0,0,77,60,81,#b37665,,#4d3c51,IV,warm,light_medium,Warm Autumn
160,91,49,0,0,0,87,66,51,#a05b31,,#574233,V,warm,medium,Deep Autumn
192,143,125,0,0,0,75,62,62,#c08f7d,,#4b3e3e,III,warm,light_medium,Clear Spring
178,129,98,0,0,0,109,76,60,#b28162,,#6d4c3c,IV,warm,light_medium,Warm Autumn
208,174,156,0,0,0,96,69,63,#d0ae9c,,#60453f,I,warm,light,Warm Spring
235,185,168,0,0,0,104,63,59,#ebb9a8,,#683f3b,I,neutral,very_light,Light Summer
220,176,170,0,0,0,121,84,96,#dcb0aa,,#795460,I,neutral,very_light,Light Summer
206,164,145,0,0,0,85,72,72,#cea491,,#554848,II,warm,light,Warm Spring
232,199,183,0,0,0,143,120,117,#e8c7b7,,#8f7875,I,neutral,very_light,Light Spring
222,173,134,70,56,46,151,113,82,#dead86,#46382e,#977152,II,warm,light,Clear Spring
205,145,119,0,0,0,119,85,74,#cd9177,,#77554a,III,warm,light,Warm Autumn
192,159,150,0,0,0,87,78,77,#c09f96,,#574e4d,I,neutral,light,Light Summer
184,133,89,0,0,0,85,56,38,#b88559,,#553826,IV,warm,light_medium,Warm Autumn
189,134,62,0,0,0,83,63,27,#bd863e,,#533f1b,IV,warm,light_medium,Deep Autumn
237,184,151,0,0,0,150,92,88,#edb897,,#965c58,II,warm,very_light,Clear Spring
250,175,137,0,0,0,119,61,48,#faaf89,,#773d30,II,warm,very_light,Clear Spring
225,163,130,0,0,0,99,68,47,#e1a382,,#63442f,III,warm,light,Clear Spring
183,132,98,0,0,0,76,54,35,#b78462,,#4c3623,IV,warm,light_medium,Warm Autumn
154,132,115,0,0,0,74,70,64,#9a8473,,#4a4640,III,warm,light_medium,Soft Autumn
124,91,70,0,0,0,55,47,40,#7c5b46,,#372f28,V,warm,medium_deep,Deep Autumn
175,130,104,0,0,0,106,73,63,#af8268,,#6a493f,IV,warm,light_medium,Warm Autumn
230,186,152,0,0,0,118,82,63,#e6ba98,,#76523f,II,warm,very_light,Clear Spring
185,149,111,0,0,0,86,73,59,#b9956f,,#56493b,III,warm,light_medium,Warm Autumn
189,162,178,0,0,0,86,78,108,#bda2b2,,#564e6c,I,cool,light,Light Summer
243,187,142,0,0,0,96,73,60,#f3bb8e,,#60493c,II,warm,very_light,Clear Spring
97,65,45,0,0,0,60,41,30,#61412d,,#3c291e,VI,warm,deep,Deep Autumn
208,170,148,0,0,0,100,81,77,#d0aa94,,#64514d,II,warm,light,Warm Spring
194,103,51,0,0,0,87,54,36,#c26733,,#573624,V,warm,medium,Deep Autumn
242,204,167,0,0,0,96,82,59,#f2cca7,,#60523b,I,warm,very_light,Clear Spring
243,189,147,0,0,0,112,84,64,#f3bd93,,#705440,II,warm,very_light,Clear Spring
186,148,127,0,0,0,79,68,60,#ba947f,,#4f443c,III,warm,light_medium,Warm Spring
211,139,101,0,0,0,112,66,52,#d38b65,,#704234,IV,warm,light_medium,Warm Autumn
234,219,193,0,0,0,103,84,78,#eadbc1,,#67544e,I,warm,very_light,Light Spring
168,68,30,0,0,0,91,34,23,#a8441e,,#5b2217,V,warm,medium_deep,Deep Autumn
223,177,156,0,0,0,86,58,49,#dfb19c,,#563a31,I,warm,very_light,Warm Spring
189,127,95,0,0,0,92,54,41,#bd7f5f,,#5c3629,IV,warm,light_medium,Warm Autumn
205,162,126,0,0,0,84,60,45,#cda27e,,#543c2d,III,warm,light,Clear Spring
213,156,132,0,0,0,99,69,65,#d59c84,,#634541,II,warm,light,Clear Spring
220,201,178,0,0,0,129,106,89,#dcc9b2,,#816a59,I,warm,very_light,Light Spring
219,168,138,0,0,0,101,77,72,#dba88a,,#654d48,II,warm,light,Clear Spring
164,106,81,0,0,0,78,59,57,#a46a51,,#4e3b39,V,warm,medium,Deep Autumn
195,151,124,0,0,0,92,60,53,#c3977c,,#5c3c35,III,warm,light,Clear Spring
199,132,98,0,0,0,79,51,40,#c78462,,#4f3328,IV,warm,light_medium,Warm Autumn
222,180,141,0,0,0,88,65,47,#deb48d,,#58412f,II,warm,very_light,Clear Spring
223,177,156,0,0,0,86,58,49,#dfb19c,,#563a31,I,warm,very_light,Warm Spring
188,146,119,0,0,0,90,69,54,#bc9277,,#5a4536,III,warm,light_medium,Warm Autumn
206,154,106,0,0,0,122,107,78,#ce9a6a,,#7a6b4e,III,warm,light,Warm Autumn
161,104,69,0,0,0,80,59,49,#a16845,,#503b31,V,warm,medium,Deep Autumn
148,126,147,0,0,0,54,37,53,#947e93,,#362535,I,cool,light_medium,Light Summer
191,123,87,0,0,0,66,45,41,#bf7b57,,#422d29,IV,warm,light_medium,Deep Autumn
223,168,141,0,0,0,98,71,60,#dfa88d,,#62473c,II,warm,light,Clear Spring
176,127,99,0,0,0,89,71,62,#b07f63,,#59473e,IV,warm,light_medium,Warm Autumn
215,145,112,0,0,0,124,92,81,#d79170,,#7c5c51,III,warm,light,Warm Autumn
210,161,149,0,0,0,83,46,45,#d2a195,,#532e2d,I,neutral,light,Light Summer
215,150,139,0,0,0,62,60,93,#d7968b,,#3e3c5d,II,neutral,light,Light Summer
177,112,84,0,0,0,91,61,60,#b17054,,#5b3d3c,V,warm,medium,Deep Autumn
221,149,120,0,0,0,79,42,41,#dd9578,,#4f2a29,III,warm,light,Warm Autumn
217,163,135,0,0,0,90,67,53,#d9a387,,#5a4335,II,warm,light,Clear Spring
206,165,145,0,0,0,100,66,49,#cea591,,#644231,II,warm,light,Warm Spring
212,169,145,0,0,0,129,114,97,#d4a991,,#817261,II,warm,light,Clear Spring
199,145,133,0,0,0,143,106,98,#c79185,,#8f6a62,II,neutral,light,Light Summer
234,179,145,0,0,0,98,67,61,#eab391,,#62433d,II,warm,very_light,Clear Spring
105,87,77,0,0,0,72,63,58,#69574d,,#483f3a,VI,neutral,medium_deep,Deep Autumn
224,197,169,0,0,0,96,88,71,#e0c5a9,,#605847,I,warm,very_light,Warm Spring
226,183,172,0,0,0,148,106,96,#e2b7ac,,#946a60,I,neutral,very_light,Light Summer
192,128,101,0,0,0,108,83,74,#c08065,,#6c534a,IV,warm,light_medium,Warm Autumn
208,149,136,0,0,0,123,88,79,#d09588,,#7b584f,II,neutral,light,Light Summer
164,104,80,189,191,181,111,81,81,#a46850,#bdbfb5,#6f5151,V,warm,medium,Deep Autumn
108,78,70,0,0,0,67,39,35,#6c4e46,,#432723,VI,neutral,medium_deep,Deep Winter
219,153,125,0,0,0,128,98,92,#db997d,,#80625c,III,warm,light,Clear Spring
188,156,133,0,0,0,121,101,85,#bc9c85,,#796555,II,warm,light,Warm Spring
183,122,85,0,0,0,109,74,61,#b77a55,,#6d4a3d,IV,warm,light_medium,Deep Autumn
219,170,142,0,0,0,144,108,97,#dbaa8e,,#906c61,II,warm,light,Clear Spring
194,143,109,0,0,0,108,78,66,#c28f6d,,#6c4e42,IV,warm,light_medium,Warm Autumn
74,57,55,0,0,0,65,55,53,#4a3937,,#413735,VI,neutral,deep,Deep Winter
157,97,77,0,0,0,114,84,76,#9d614d,,#72544c,V,warm,medium,Deep Autumn
222,163,137,0,0,0,134,82,68,#dea389,,#865244,II,warm,light,Clear Spring
187,139,107,0,0,0,102,77,60,#bb8b6b,,#664d3c,IV,warm,light_medium,Warm Autumn
159,114,81,0,0,0,111,91,71,#9f7251,,#6f5b47,V,warm,medium,Deep Autumn
198,107,76,0,0,0,98,53,41,#c66b4c,,#623529,V,warm,light_medium,Deep Autumn
232,146,121,0,0,0,152,99,86,#e89279,,#986356,III,warm,light,Clear Spring
152,119,82,0,0,0,75,61,39,#987752,,#4b3d27,V,warm,medium,Deep Autumn
152,152,152,0,0,0,65,65,65,#989898,,#414141,I,neutral,light_medium,Light Spring
245,216,191,0,0,0,73,67,60,#f5d8bf,,#49433c,I,warm,very_light,Warm Spring
168,134,80,0,0,0,53,43,29,#a88650,,#352b1d,IV,warm,light_medium,Deep Autumn
194,156,108,0,0,0,136,106,75,#c29c6c,,#886a4b,III,warm,light,Warm Autumn
207,161,133,0,0,0,125,101,93,#cfa185,,#7d655d,II,warm,light,Clear Spring
147,124,93,0,0,0,82,64,46,#937c5d,,#52402e,V,warm,medium,Deep Autumn
203,158,142,0,0,0,76,57,53,#cb9e8e,,#4c3935,II,neutral,light,Light Spring
185,147,113,0,0,0,79,58,46,#b99371,,#4f3a2e,III,warm,light_medium,Warm Autumn
192,131,113,0,0,0,100,72,63,#c08371,,#64483f,III,warm,light_medium,Warm Autumn
179,133,114,0,0,0,97,65,54,#b38572,,#614136,III,warm,light_medium,Warm Autumn
212,133,72,0,0,0,103,49,27,#d48548,,#67311b,IV,warm,light_medium,Warm Autumn
174,137,119,0,0,0,88,69,58,#ae8977,,#58453a,III,warm,light_medium,Warm Autumn
225,175,156,0,0,0,155,145,151,#e1af9c,,#9b9197,I,warm,very_light,Clear Spring
186,127,98,0,0,0,79,48,38,#ba7f62,,#4f3026,IV,warm,light_medium,Warm Autumn
234,189,168,0,0,0,140,102,93,#eabda8,,#8c665d,I,warm,very_light,Warm Spring
213,156,128,0,0,0,133,92,72,#d59c80,,#855c48,III,warm,light,Clear Spring
218,183,163,0,0,0,83,65,59,#dab7a3,,#53413b,I,warm,very_light,Warm Spring
236,189,149,0,0,0,122,104,90,#ecbd95,,#7a685a,II,warm,very_light,Clear Spring
216,159,125,0,0,0,114,94,70,#d89f7d,,#725e46,III,warm,light,Clear Spring
215,161,138,0,0,0,116,76,59,#d7a18a,,#744c3b,II,warm,light,Clear Spring
206,159,148,0,0,0,104,69,60,#ce9f94,,#68453c,I,neutral,light,Light Summer
170,125,88,0,0,0,61,44,26,#aa7d58,,#3d2c1a,IV,warm,light_medium,Deep Autumn
200,135,112,0,0,0,117,80,79,#c88770,,#75504f,III,warm,light_medium,Warm Autumn
193,142,103,0,0,0,112,80,54,#c18e67,,#705036,IV,warm,light_medium,Warm Autumn
207,123,103,0,0,0,89,64,47,#cf7b67,,#59402f,IV,warm,light_medium,Warm Autumn
194,144,116,0,0,0,86,67,64,#c29074,,#564340,III,warm,light_medium,Warm Autumn
191,162,148,0,0,0,111,105,105,#bfa294,,#6f6969,I,neutral,light,Light Spring
235,150,146,0,0,0,119,56,55,#eb9692,,#773837,II,neutral,light,Light Summer
204,143,115,0,0,0,88,57,45,#cc8f73,,#58392d,III,warm,light_medium,Warm Autumn
199,163,143,0,0,0,92,83,82,#c7a38f,,#5c5352,II,warm,light,Warm Spring
241,209,186,0,0,0,119,93,75,#f1d1ba,,#775d4b,I,warm,very_light,Warm Spring
180,143,100,0,0,0,78,62,39,#b48f64,,#4e3e27,IV,warm,light_medium,Warm Autumn
197,140,118,0,0,0,104,76,62,#c58c76,,#684c3e,III,warm,light_medium,Warm Autumn
203,140,125,0,0,0,88,60,57,#cb8c7d,,#583c39,III,neutral,light_medium,Light Summer
162,118,102,0,0,0,85,67,58,#a27666,,#55433a,IV,warm,medium,Deep Autumn
236,190,163,0,0,0,101,60,45,#ecbea3,,#653c2d,I,warm,very_light,Clear Spring
222,172,135,0,0,0,72,38,13,#deac87,,#48260d,II,warm,light,Clear Spring
213,151,112,0,0,0,99,69,61,#d59770,,#63453d,III,warm,light,Warm Autumn
242,170,148,0,0,0,127,93,83,#f2aa94,,#7f5d53,II,warm,very_light,Clear Spring
212,172,145,0,0,0,84,53,53,#d4ac91,,#543535,II,warm,light,Clear Spring
239,181,155,0,0,0,92,71,76,#efb59b,,#5c474c,II,warm,very_light,Clear Spring
180,125,102,0,0,0,102,76,70,#b47d66,,#664c46,IV,warm,light_medium,Warm Autumn
159,95,79,0,0,0,65,40,34,#9f5f4f,,#412822,V,warm,medium,Deep Autumn
210,210,210,0,0,0,77,77,77,#d2d2d2,,#4d4d4d,I,neutral,very_light,Light Spring
206,175,177,0,0,0,91,79,78,#ceafb1,,#5b4f4e,I,cool,light,Light Summer
243,188,171,0,0,0,150,98,77,#f3bcab,,#96624d,I,neutral,very_light,Light Summer
225,142,102,0,0,0,139,85,62,#e18e66,,#8b553e,IV,warm,light,Warm Autumn
198,157,149,0,0,0,96,93,103,#c69d95,,#605d67,I,neutral,light,Light Summer
243,164,131,0,0,0,136,93,63,#f3a483,,#885d3f,III,warm,light,Clear Spring
186,125,103,0,0,0,111,76,65,#ba7d67,,#6f4c41,IV,warm,light_medium,Warm Autumn
178,144,116,0,0,0,82,72,64,#b29074,,#524840,III,warm,light_medium,Warm Autumn
163,120,96,0,0,0,81,63,50,#a37860,,#513f32,IV,warm,medium,Deep Autumn
167,117,96,0,0,0,71,62,56,#a77560,,#473e38,IV,warm,medium,Deep Autumn
198,149,127,0,0,0,97,76,66,#c6957f,,#614c42,III,warm,light,Clear Spring
172,123,109,0,0,0,70,64,66,#ac7b6d,,#464042,IV,neutral,light_medium,Soft Summer
215,175,155,0,0,0,122,98,91,#d7af9b,,#7a625b,I,warm,light,Warm Spring
217,177,164,0,0,0,107,68,53,#d9b1a4,,#6b4435,I,neutral,very_light,Light Summer
169,107,94,0,0,0,67,55,59,#a96b5e,,#43373b,V,neutral,medium,Deep Winter
225,164,131,0,0,0,81,46,34,#e1a483,,#512e22,III,warm,light,Clear Spring
232,167,134,0,0,0,98,71,63,#e8a786,,#62473f,II,warm,light,Clear Spring
226,203,189,0,0,0,100,80,88,#e2cbbd,,#645058,I,neutral,very_light,Light Spring
228,201,205,0,0,0,84,67,73,#e4c9cd,,#544349,I,cool,very_light,Light Summer
184,146,147,0,0,0,57,48,50,#b89293,,#393032,I,cool,light_medium,Light Summer
249,206,183,0,0,0,106,82,80,#f9ceb7,,#6a5250,I,warm,very_light,Warm Spring
202,180,172,0,0,0,76,62,64,#cab4ac,,#4c3e40,I,neutral,light,Light Spring
244,211,196,0,0,0,93,65,59,#f4d3c4,,#5d413b,I,neutral,very_light,Light Spring
206,185,197,0,0,0,122,110,140,#ceb9c5,,#7a6e8c,I,cool,very_light,Light Summer
227,179,159,0,0,0,128,101,95,#e3b39f,,#80655f,I,warm,very_light,Clear Spring
235,194,176,0,0,0,88,75,71,#ebc2b0,,#584b47,I,warm,very_light,Warm Spring
210,161,142,0,0,0,102,76,66,#d2a18e,,#664c42,II,warm,light,Clear Spring
248,218,198,0,0,0,115,73,69,#f8dac6,,#734945,I,warm,very_light,Light Spring
242,197,163,0,0,0,113,87,69,#f2c5a3,,#715745,II,warm,very_light,Clear Spring
223,170,140,0,0,0,122,90,85,#dfaa8c,,#7a5a55,II,warm,light,Clear Spring
241,213,202,0,0,0,116,97,88,#f1d5ca,,#746158,I,neutral,very_light,Light Spring
176,117,78,0,0,0,85,45,26,#b0754e,,#552d1a,V,warm,medium,Deep Autumn
223,181,152,0,0,0,134,100,92,#dfb598,,#86645c,II,warm,very_light,Clear Spring
220,178,136,0,0,0,128,93,67,#dcb288,,#805d43,II,warm,very_light,Clear Spring
232,206,191,0,0,0,117,100,92,#e8cebf,,#75645c,I,neutral,very_light,Light Spring
238,184,153,0,0,0,73,72,78,#eeb899,,#49484e,II,warm,very_light,Clear Spring
151,136,114,0,0,0,79,81,86,#978872,,#4f5156,III,warm,light_medium,Soft Autumn
208,152,120,0,0,0,107,81,75,#d09878,,#6b514b,III,warm,light,Warm Autumn
214,170,135,0,0,0,100,85,71,#d6aa87,,#645547,II,warm,light,Clear Spring
188,130,120,0,0,0,90,88,97,#bc8278,,#5a5861,III,neutral,light_medium,Soft Summer
240,191,155,0,0,0,87,51,31,#f0bf9b,,#57331f,II,warm,very_light,Clear Spring
209,140,103,0,0,0,87,59,49,#d18c67,,#573b31,IV,warm,light_medium,Warm Autumn
207,163,123,0,0,0,68,54,34,#cfa37b,,#443622,III,warm,light,Clear Spring
135,110,107,0,0,0,58,48,53,#876e6b,,#3a3035,V,neutral,medium,Deep Winter
190,148,113,0,0,0,68,53,40,#be9471,,#443528,III,warm,light_medium,Warm Autumn
240,194,173,0,0,0,116,84,74,#f0c2ad,,#74544a,I,warm,very_light,Warm Spring
217,208,205,0,0,0,116,115,118,#d9d0cd,,#747376,I,neutral,very_light,Light Spring
216,151,116,0,0,0,91,62,52,#d89774,,#5b3e34,III,warm,light,Warm Autumn
204,147,118,0,0,0,76,58,51,#cc9376,,#4c3a33,III,warm,light,Warm Autumn
201,163,138,0,0,0,90,76,75,#c9a38a,,#5a4c4b,II,warm,light,Warm Spring
121,112,101,0,0,0,46,44,45,#797065,,#2e2c2d,V,neutral,medium,Deep Autumn
208,158,128,0,0,0,87,67,57,#d09e80,,#574339,III,warm,light,Clear Spring
192,140,100,0,0,0,102,68,45,#c08c64,,#66442d,IV,warm,light_medium,Warm Autumn
175,141,125,0,0,0,85,73,65,#af8d7d,,#554941,III,warm,light_medium,Warm Spring
198,141,95,0,0,0,80,56,43,#c68d5f,,#50382b,IV,warm,light_medium,Warm Autumn
191,132,112,0,0,0,87,71,70,#bf8470,,#574746,IV,warm,light_medium,Warm Autumn
193,160,154,0,0,0,71,58,62,#c1a09a,,#473a3e,I,neutral,light,Light Summer
244,205,176,0,0,0,124,106,91,#f4cdb0,,#7c6a5b,I,warm,very_light,Warm Spring
171,131,106,0,0,0,58,50,43,#ab836a,,#3a322b,IV,warm,light_medium,Warm Autumn
212,176,164,0,0,0,93,111,127,#d4b0a4,,#5d6f7f,I,neutral,light,Light Summer
232,163,138,0,0,0,101,77,81,#e8a38a,,#654d51,II,warm,light,Clear Spring
234,183,163,0,0,0,119,97,87,#eab7a3,,#776157,I,warm,very_light,Clear Spring
240,164,173,0,0,0,144,110,121,#f0a4ad,,#906e79,I,cool,light,Cool Summer
190,139,106,0,0,0,105,67,48,#be8b6a,,#694330,IV,warm,light_medium,Warm Autumn
208,150,96,0,0,0,92,66,46,#d09660,,#5c422e,IV,warm,light,Warm Autumn
185,95,57,0,0,0,61,37,30,#b95f39,,#3d251e,V,warm,medium,Deep Autumn
198,135,80,0,0,0,100,79,68,#c68750,,#644f44,IV,warm,light_medium,Warm Autumn
185,142,130,0,0,0,72,58,62,#b98e82,,#483a3e,II,neutral,light_medium,Light Summer
243,166,134,0,0,0,95,65,60,#f3a686,,#5f413c,II,warm,light,Clear Spring
166,116,95,0,0,0,81,52,44,#a6745f,,#51342c,V,warm,medium,Deep Autumn
214,166,139,0,0,0,102,87,81,#d6a68b,,#665751,II,warm,light,Clear Spring
205,156,127,0,0,0,82,48,43,#cd9c7f,,#52302b,III,warm,light,Clear Spring
199,144,109,0,0,0,95,61,46,#c7906d,,#5f3d2e,III,warm,light_medium,Warm Autumn
202,148,132,0,0,0,89,62,61,#ca9484,,#593e3d,II,neutral,light,Light Summer
200,153,106,0,0,0,92,56,39,#c8996a,,#5c3827,IV,warm,light,Warm Autumn
202,156,103,0,0,0,92,69,59,#ca9c67,,#5c453b,IV,warm,light,Warm Autumn
231,180,138,0,0,0,134,83,66,#e7b48a,,#865342,II,warm,very_light,Clear Spring
196,156,138,0,0,0,71,69,72,#c49c8a,,#474548,II,warm,light,Warm Spring
193,129,101,0,0,0,94,74,68,#c18165,,#5e4a44,IV,warm,light_medium,Warm Autumn
198,142,118,0,0,0,67,39,31,#c68e76,,#43271f,III,warm,light_medium,Warm Autumn
205,149,119,0,0,0,79,60,58,#cd9577,,#4f3c3a,III,warm,light,Warm Autumn
233,161,123,0,0,0,107,63,54,#e9a17b,,#6b3f36,III,warm,light,Clear Spring
178,127,93,0,0,0,58,44,36,#b27f5d,,#3a2c24,IV,warm,light_medium,Warm Autumn
175,142,114,0,0,0,80,69,65,#af8e72,,#504541,III,warm,light_medium,Warm Autumn
225,209,183,0,0,0,84,76,63,#e1d1b7,,#544c3f,I,warm,very_light,Light Spring
207,103,63,0,0,0,96,63,49,#cf673f,,#603f31,V,warm,light_medium,Deep Autumn
221,162,132,0,0,0,105,78,72,#dda284,,#694e48,II,warm,light,Clear Spring
141,106,93,0,0,0,63,59,67,#8d6a5d,,#3f3b43,V,neutral,medium,Deep Autumn
181,153,125,0,0,0,95,91,74,#b5997d,,#5f5b4a,III,warm,light,Warm Spring
185,132,98,0,0,0,91,67,60,#b98462,,#5b433c,IV,warm,light_medium,Warm Autumn
186,126,88,0,0,0,99,70,57,#ba7e58,,#634639,IV,warm,light_medium,Warm Autumn
243,221,206,0,0,0,134,128,128,#f3ddce,,#868080,I,neutral,very_light,Light Spring
218,129,75,0,0,0,99,59,26,#da814b,,#633b1a,IV,warm,light_medium,Warm Autumn
245,161,118,0,0,0,151,93,79,#f5a176,,#975d4f,III,warm,light,Warm Autumn
220,156,133,0,0,0,103,77,75,#dc9c85,,#674d4b,II,warm,light,Clear Spring
229,180,158,0,0,0,95,75,74,#e5b49e,,#5f4b4a,I,warm,very_light,Clear Spring
200,149,121,0,0,0,79,62,52,#c89579,,#4f3e34,III,warm,light,Clear Spring
204,140,107,0,0,0,137,99,86,#cc8c6b,,#896356,IV,warm,light_medium,Warm Autumn
